"Município";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";" Total"
"230170 AURORA";"0";"54,33";"108,56";"110,26";"150,23";"107,14";"110,34";"115,51";"119,42";"93,68";"85,48";"73,42";"97,81";"95,34";"104,89";"224,53";"81,27";"87,43";"103,07";"168,63";"170,90";"85,62";"71,96";"65,96";"55,56";"111,48"
"230180 BAIXIO";"0";"48,89";"77,78";"35,56";"104,44";"91,43";"102,25";"134,78";"97,75";"96,34";"113,92";"107,59";"94,94";"81,01";"150,00";"128,21";"92,41";"125,00";"123,33";"182,00";"129,17";"79,17";"67,16";"96,72";"34,78";"103,17"
"230185 BANABUIU";"0";"77,96";"109,01";"105,31";"116,02";"85,67";"99,71";"104,55";"98,03";"95,59";"102,09";"108,36";"106,27";"101,39";"119,64";"115,85";"98,81";"122,18";"119,84";"92,10";"111,83";"67,94";"75,38";"96,75";"65,96";"106,18"
"230190 BARBALHA";"0";"76,78";"106,94";"99,30";"132,68";"95,90";"87,41";"106,23";"72,79";"83,33";"93,34";"82,74";"74,02";"83,77";"96,92";"190,18";"84,41";"96,06";"84,26";"96,71";"95,93";"87,19";"76,59";"83,88";"54,73";"98,06"
"230195 BARREIRA";"0";"3,01";"136,78";"127,76";"141,18";"107,31";"101,35";"109,44";"127,15";"114,47";"125,98";"108,19";"108,54";"102,85";"119,26";"178,23";"109,66";"41,55";"69,93";"78,26";"78,23";"60,25";"87,31";"90,17";"68,80";"99,81"
"230200 BARRO";"0";"59,62";"115,15";"106,06";"144,66";"100,31";"96,31";"117,41";"119,71";"117,54";"118,09";"99,66";"121,16";"99,32";"117,38";"239,86";"119,01";"115,53";"179,17";"133,33";"70,93";"79,07";"63,52";"96,80";"45,92";"117,68"
"230205 BARROQUINHA";"0";"74,35";"100,00";"102,68";"125,74";"135,14";"116,73";"200,76";"107,63";"133,02";"108,82";"113,73";"131,37";"104,41";"171,94";"111,79";"129,76";"115,94";"165,70";"113,58";"95,11";"86,67";"61,64";"89,71";"74,47";"121,17"
"230210 BATURITE";"0";"59,61";"94,97";"112,62";"121,24";"135,65";"100,63";"98,61";"91,52";"96,57";"101,61";"100,18";"97,14";"95,18";"112,42";"145,38";"94,17";"84,95";"99,65";"114,94";"171,34";"44,33";"79,93";"95,90";"76,96";"106,69"
"230220 BEBERIBE";"0";"90,26";"102,42";"105,80";"114,29";"98,63";"102,30";"119,57";"111,58";"110,01";"116,24";"108,12";"97,93";"102,23";"109,28";"122,57";"119,00";"130,92";"120,38";"97,02";"106,01";"115,36";"92,02";"119,52";"59,18";"113,32"
"230230 BELA CRUZ";"0";"64,24";"111,63";"102,77";"101,68";"109,28";"145,55";"137,84";"97,33";"95,14";"104,52";"116,43";"100,00";"95,48";"142,86";"107,18";"100,24";"142,63";"115,55";"114,73";"102,79";"114,97";"96,25";"121,50";"64,46";"114,36"
"230240 BOA VIAGEM";"0";"56,12";"48,94";"121,51";"133,68";"83,67";"101,30";"115,43";"100,79";"86,47";"81,24";"94,29";"153,42";"100,00";"107,92";"123,61";"102,37";"91,36";"109,52";"111,58";"112,54";"59,40";"92,21";"104,18";"69,85";"104,12"
"230250 BREJO SANTO";"0";"56,07";"122,70";"104,40";"144,56";"201,20";"79,23";"123,52";"90,07";"113,56";"97,46";"99,01";"96,19";"95,34";"94,23";"131,55";"101,30";"102,86";"108,15";"109,01";"130,08";"91,33";"88,97";"86,57";"70,50";"109,67"
"230260 CAMOCIM";"0";"99,63";"125,56";"107,59";"113,35";"92,64";"129,04";"86,98";"107,55";"120,74";"138,44";"132,53";"133,63";"126,07";"124,39";"136,62";"117,62";"111,66";"95,26";"118,73";"108,07";"51,50";"58,68";"83,05";"54,50";"113,39"
"230270 CAMPOS SALES";"0";"108,21";"147,16";"113,11";"135,87";"112,75";"103,84";"126,46";"113,61";"153,77";"141,79";"119,40";"120,15";"95,77";"136,61";"182,38";"107,21";"99,17";"92,24";"90,77";"93,66";"84,30";"63,10";"108,18";"71,24";"122,33"
"230280 CANINDE";"0";"63,52";"112,47";"101,93";"103,05";"94,17";"94,23";"113,16";"101,39";"95,38";"103,94";"94,35";"108,30";"98,46";"96,46";"151,84";"116,30";"99,20";"94,65";"118,75";"168,75";"87,69";"64,17";"82,45";"74,16";"107,01"
"230290 CAPISTRANO";"0";"63,29";"107,99";"84,03";"130,00";"89,29";"97,68";"136,77";"106,67";"96,23";"100,76";"101,53";"99,62";"95,80";"144,54";"182,46";"114,40";"77,55";"103,67";"103,52";"113,75";"132,92";"118,00";"104,42";"63,04";"112,63"
"230300 CARIDADE";"0";"93,77";"112,30";"116,54";"102,58";"127,44";"98,72";"109,89";"97,27";"112,87";"103,16";"100,79";"96,44";"89,33";"109,95";"165,80";"106,59";"106,90";"88,51";"101,77";"61,67";"46,25";"48,01";"116,04";"67,68";"108,13"
"230310 CARIRE";"0";"71,65";"111,54";"107,91";"99,28";"145,13";"150,36";"188,43";"152,12";"124,11";"91,24";"98,01";"100,00";"102,39";"131,63";"186,01";"99,50";"133,92";"122,91";"111,11";"109,47";"117,37";"89,34";"108,27";"62,24";"120,41"
"230320 CARIRIACU";"0";"146,72";"124,03";"102,33";"117,05";"92,14";"148,22";"105,54";"95,05";"82,75";"113,45";"105,87";"115,89";"116,38";"119,89";"128,71";"109,92";"113,80";"103,38";"109,67";"104,35";"118,41";"78,38";"95,45";"78,21";"117,52"
"230330 CARIUS";"0";"60,34";"95,87";"83,55";"84,40";"100,00";"111,19";"134,53";"117,03";"92,66";"117,30";"88,19";"93,25";"90,72";"103,10";"110,81";"94,76";"105,18";"70,47";"73,74";"142,25";"106,57";"86,70";"105,33";"78,46";"101,71"
"230340 CARNAUBAL";"0";"100,70";"115,56";"123,69";"132,15";"133,10";"96,07";"72,53";"111,24";"100,80";"97,63";"98,81";"102,77";"94,47";"102,94";"251,60";"97,40";"107,08";"106,19";"128,21";"86,62";"99,63";"98,87";"107,11";"58,26";"116,58"
"230350 CASCAVEL";"0";"90,71";"100,93";"89,19";"110,88";"117,57";"98,22";"112,86";"123,71";"104,41";"108,41";"99,68";"111,21";"101,94";"120,30";"134,19";"109,79";"118,64";"129,38";"103,27";"87,04";"100,80";"83,53";"85,81";"61,79";"110,21"
"230360 CATARINA";"0";"75,33";"87,81";"80,28";"113,45";"121,89";"149,39";"100,00";"98,95";"116,25";"106,82";"96,02";"96,02";"105,11";"110,78";"124,62";"95,14";"124,31";"101,39";"107,03";"98,52";"126,67";"132,97";"88,89";"66,04";"110,08"
"230365 CATUNDA";"0";"133,91";"162,43";"108,62";"129,89";"102,84";"104,14";"103,53";"134,51";"92,94";"123,20";"133,60";"97,60";"115,20";"147,17";"188,19";"104,07";"125,69";"93,58";"124,36";"89,43";"85,37";"65,77";"100,96";"105,71";"122,48"
"230370 CAUCAIA";"0";"67,81";"81,89";"98,16";"100,06";"159,00";"129,04";"109,75";"87,26";"99,39";"100,20";"95,70";"111,33";"86,71";"102,74";"174,88";"94,07";"82,86";"110,51";"113,18";"98,51";"69,44";"62,10";"69,42";"47,29";"101,82"
"230380 CEDRO";"0";"84,50";"110,57";"71,79";"104,82";"93,65";"91,89";"101,35";"113,68";"88,60";"118,82";"110,11";"97,19";"97,19";"92,81";"167,36";"96,34";"96,02";"110,70";"121,51";"94,41";"101,40";"87,46";"95,56";"64,15";"106,23"
"230390 CHAVAL";"0";"69,76";"96,80";"100,35";"106,25";"145,08";"85,11";"104,63";"98,50";"96,85";"98,15";"97,69";"122,22";"107,41";"78,99";"118,18";"79,81";"71,26";"91,95";"105,18";"93,56";"90,10";"56,65";"102,41";"40,28";"100,06"
"230393 CHORO";"0";"62,82";"144,49";"105,09";"122,38";"117,07";"110,48";"98,45";"141,98";"107,52";"127,03";"113,51";"122,52";"97,75";"142,86";"130,57";"97,06";"93,43";"85,86";"109,95";"117,05";"91,48";"89,29";"122,70";"43,66";"113,85"
"230395 CHOROZINHO";"0";"82,20";"104,07";"76,42";"110,90";"154,09";"164,96";"126,36";"152,57";"168,72";"125,00";"126,19";"108,73";"116,27";"118,06";"138,71";"106,00";"59,61";"89,90";"98,84";"120,43";"98,72";"85,26";"108,15";"38,53";"116,09"
"230400 COREAU";"0";"87,63";"123,08";"104,02";"115,06";"125,07";"138,28";"140,79";"143,53";"127,46";"110,90";"111,54";"103,53";"109,29";"116,47";"143,94";"96,13";"101,64";"138,16";"118,57";"236,57";"104,85";"84,16";"88,92";"66,67";"125,66"
"230410 CRATEUS";"0";"111,64";"105,72";"110,70";"107,70";"138,68";"103,33";"99,63";"121,46";"106,97";"119,81";"95,79";"116,17";"98,28";"117,61";"170,96";"111,18";"115,05";"70,97";"92,14";"90,25";"92,11";"74,36";"82,67";"67,42";"112,59"
"230420 CRATO";"0";"104,01";"133,24";"117,38";"129,82";"122,14";"128,26";"111,75";"117,33";"114,03";"116,91";"109,08";"112,34";"97,26";"125,19";"117,32";"110,10";"97,53";"97,94";"129,08";"92,19";"257,90";"55,06";"73,58";"40,32";"120,34"
"230423 CROATA";"0";"92,66";"125,67";"99,20";"123,75";"89,05";"137,95";"100,69";"106,37";"86,12";"109,89";"102,28";"93,92";"84,03";"116,44";"109,91";"110,78";"108,58";"100,43";"91,75";"136,90";"146,52";"109,81";"179,30";"65,14";"115,83"
"230425 CRUZ";"0";"35,31";"131,79";"132,81";"128,48";"89,50";"108,16";"122,14";"103,12";"111,97";"91,92";"94,19";"95,96";"95,20";"100,00";"146,31";"113,11";"121,24";"130,68";"107,47";"115,29";"128,16";"95,98";"120,23";"59,69";"108,86"
"230426 DEPUTADO IRAPUAN PINHEIRO";"0";"100,00";"93,79";"88,89";"102,47";"93,70";"87,10";"90,48";"111,48";"94,53";"90,91";"109,09";"95,45";"96,97";"87,50";"105,49";"243,53";"110,87";"104,35";"112,05";"122,73";"152,27";"106,90";"111,69";"94,44";"110,77"
"230427 ERERE";"0";"68,57";"81,67";"106,72";"98,32";"129,58";"81,52";"152,38";"107,69";"151,79";"146,67";"171,67";"145,00";"136,67";"262,16";"341,67";"170,00";"317,78";"197,78";"480,00";"343,48";"400,00";"147,06";"166,67";"109,09";"155,80"
"230428 EUSEBIO";"0";"84,70";"132,38";"107,92";"117,07";"124,74";"118,33";"119,41";"107,80";"103,06";"117,40";"114,29";"119,61";"113,51";"121,19";"121,95";"113,41";"103,88";"86,80";"92,97";"94,03";"70,78";"67,02";"67,97";"42,52";"104,92"
"230430 FARIAS BRITO";"0";"33,74";"110,29";"103,92";"127,32";"115,57";"96,40";"138,64";"127,03";"99,12";"108,12";"88,96";"95,45";"100,97";"90,10";"97,05";"103,27";"132,67";"82,47";"116,67";"136,29";"120,56";"86,14";"105,79";"57,43";"107,14"
"230435 FORQUILHA";"0";"52,43";"130,90";"107,47";"105,00";"104,58";"117,98";"112,53";"112,96";"118,87";"99,73";"99,73";"97,27";"100,55";"106,95";"114,01";"120,63";"170,03";"93,06";"113,96";"113,88";"103,56";"94,80";"72,81";"75,45";"111,04"
"230440 FORTALEZA";"0";"95,57";"113,86";"107,50";"121,07";"103,99";"109,57";"89,23";"101,80";"93,97";"106,71";"108,25";"120,74";"97,59";"112,44";"129,54";"120,56";"144,63";"83,64";"111,85";"102,74";"100,51";"71,57";"79,98";"48,26";"110,17"
"230445 FORTIM";"0";"79,05";"117,83";"104,70";"122,69";"117,00";"113,16";"119,91";"112,95";"100,98";"129,35";"109,78";"118,48";"98,91";"121,62";"130,49";"100,64";"88,14";"100,56";"106,21";"85,57";"80,93";"51,78";"102,19";"70,79";"109,67"
"230450 FRECHEIRINHA";"0";"70,43";"87,54";"100,00";"105,02";"116,87";"138,01";"144,81";"121,92";"105,76";"118,50";"102,00";"106,50";"119,50";"121,23";"103,11";"117,20";"139,38";"147,88";"111,59";"88,43";"76,86";"94,68";"93,80";"71,43";"113,36"
"230460 GENERAL SAMPAIO";"0";"119,20";"127,97";"141,38";"96,52";"104,35";"137,74";"204,05";"90,48";"115,00";"105,66";"109,43";"103,77";"115,09";"96,03";"108,25";"148,68";"101,15";"83,91";"113,64";"99,07";"137,38";"94,50";"83,33";"75,68";"116,77"
"230465 GRACA";"0";"68,29";"80,26";"100,52";"99,48";"111,06";"133,33";"88,58";"126,69";"100,38";"118,22";"98,67";"95,56";"81,78";"102,48";"193,71";"104,00";"125,68";"179,05";"101,60";"94,34";"98,74";"64,12";"111,11";"60,24";"107,21"
"230470 GRANJA";"0";"53,87";"83,11";"97,27";"105,32";"84,90";"101,53";"150,77";"145,52";"98,56";"99,19";"101,74";"98,72";"101,62";"124,26";"188,58";"115,23";"139,95";"156,93";"130,59";"117,14";"66,34";"70,07";"99,75";"56,44";"111,38"
"230480 GRANJEIRO";"0";"43,48";"116,80";"93,65";"122,05";"141,54";"124,64";"143,06";"150,91";"87,01";"112,12";"101,52";"100,00";"104,55";"119,74";"166,13";"93,42";"115,38";"171,15";"138,33";"68,06";"30,56";"39,73";"61,64";"64,52";"108,37"
"230490 GROAIRAS";"0";"154,46";"105,62";"124,58";"107,78";"102,84";"101,68";"97,42";"125,36";"108,67";"118,40";"112,80";"93,60";"104,80";"93,94";"115,13";"100,00";"125,00";"153,47";"142,50";"79,83";"83,19";"33,54";"71,23";"52,94";"111,44"
"230495 GUAIUBA";"0";"91,72";"100,00";"102,80";"104,05";"108,41";"107,78";"129,71";"103,81";"93,80";"99,48";"95,82";"97,39";"107,31";"138,75";"109,09";"110,15";"88,92";"101,35";"96,60";"102,92";"80,17";"74,63";"117,48";"95,12";"107,91"
"230500 GUARACIABA DO NORTE";"0";"62,70";"98,00";"98,14";"115,92";"135,96";"119,02";"60,19";"109,00";"110,51";"86,31";"93,72";"97,29";"86,45";"99,23";"144,14";"112,26";"107,76";"125,63";"122,84";"125,44";"84,85";"73,30";"93,93";"65,60";"106,99"
"230510 GUARAMIRANGA";"0";"60,87";"90,60";"88,67";"92,05";"159,60";"160,44";"140,57";"130,77";"97,96";"115,91";"107,95";"106,82";"109,09";"120,83";"129,47";"114,47";"115,85";"117,07";"104,00";"157,14";"96,10";"113,43";"122,37";"52,78";"116,31"
"230520 HIDROLANDIA";"0";"51,50";"37,07";"100,27";"102,13";"132,31";"113,10";"144,78";"127,66";"107,67";"104,58";"105,28";"99,65";"76,41";"114,55";"121,98";"111,26";"114,36";"104,95";"124,31";"139,51";"120,98";"83,53";"93,33";"54,00";"106,06"
"230523 HORIZONTE";"0";"83,83";"102,50";"85,96";"106,74";"193,65";"102,24";"102,69";"110,09";"103,97";"98,26";"103,48";"131,86";"96,21";"98,36";"119,85";"76,17";"90,04";"86,31";"93,39";"91,36";"72,94";"65,33";"99,21";"67,32";"101,31"
"230526 IBARETAMA";"0";"88,77";"107,56";"82,47";"127,55";"124,81";"94,51";"89,53";"104,13";"107,33";"80,54";"77,83";"95,93";"66,52";"113,13";"195,94";"113,19";"85,10";"91,35";"77,93";"89,12";"29,02";"51,72";"86,81";"68,57";"100,23"
"230530 IBIAPINA";"0";"79,79";"120,34";"95,64";"119,55";"134,87";"86,65";"82,88";"101,90";"93,93";"106,87";"95,67";"90,84";"82,44";"104,06";"116,47";"96,53";"113,29";"110,27";"88,89";"108,09";"109,83";"97,87";"98,96";"61,39";"106,23"
"230533 IBICUITINGA";"0";"101,60";"125,50";"117,88";"148,68";"90,97";"84,39";"127,33";"99,44";"104,02";"104,27";"93,90";"97,56";"96,34";"80,00";"109,46";"88,32";"105,13";"91,67";"109,93";"95,51";"118,59";"96,64";"87,02";"78,00";"107,85"
"230535 ICAPUI";"0";"63,35";"156,34";"98,15";"161,82";"126,72";"96,78";"129,75";"116,10";"96,15";"109,54";"106,01";"91,17";"96,47";"115,87";"197,25";"71,55";"113,08";"102,69";"102,87";"90,71";"65,80";"83,27";"80,38";"68,24";"108,95"
"230540 ICO";"0";"85,62";"93,45";"74,38";"109,36";"97,43";"102,22";"108,24";"99,37";"120,15";"112,44";"119,38";"104,82";"82,74";"114,24";"157,94";"125,11";"103,57";"110,92";"137,34";"67,04";"86,62";"74,47";"86,66";"78,77";"106,89"
"230550 IGUATU";"0";"77,08";"109,56";"100,78";"116,72";"110,19";"99,67";"92,07";"109,66";"98,20";"125,81";"109,10";"113,24";"104,82";"108,78";"112,72";"104,74";"102,87";"99,43";"99,84";"108,15";"72,44";"69,23";"93,06";"48,99";"105,43"
"230560 INDEPENDENCIA";"0";"99,38";"97,93";"109,92";"154,94";"90,09";"90,80";"114,81";"108,99";"105,87";"94,48";"101,16";"97,97";"89,24";"98,76";"121,79";"104,58";"124,76";"121,17";"136,15";"92,91";"96,62";"98,88";"102,66";"59,38";"112,06"
"230565 IPAPORANGA";"0";"38,85";"112,70";"90,61";"102,03";"119,79";"105,88";"131,61";"133,70";"127,23";"124,65";"152,82";"135,92";"134,51";"108,28";"195,45";"112,69";"113,77";"99,28";"115,00";"100,00";"94,70";"92,47";"108,53";"82,76";"114,46"
"230570 IPAUMIRIM";"0";"49,76";"104,89";"78,92";"107,03";"120,13";"85,05";"96,67";"129,24";"85,41";"116,48";"94,51";"90,11";"80,77";"112,96";"239,57";"115,00";"116,03";"105,77";"159,20";"122,15";"117,09";"60,54";"106,90";"75,51";"110,29"
"230580 IPU";"0";"71,34";"78,34";"95,66";"101,81";"110,37";"129,54";"111,03";"126,58";"124,30";"112,21";"103,34";"103,85";"98,16";"107,68";"118,91";"92,91";"100,36";"112,95";"145,59";"110,77";"66,84";"77,05";"75,43";"38,89";"104,89"
"230590 IPUEIRAS";"0";"88,36";"126,59";"110,34";"96,98";"110,25";"118,99";"128,64";"140,92";"111,87";"126,52";"110,68";"99,82";"107,55";"121,13";"146,17";"108,51";"141,54";"104,50";"102,87";"96,08";"89,69";"74,95";"87,00";"74,49";"116,12"
"230600 IRACEMA";"0";"79,37";"122,73";"97,72";"135,78";"93,26";"81,14";"95,93";"113,59";"101,74";"111,54";"104,95";"81,87";"95,60";"128,90";"140,00";"92,95";"105,95";"96,76";"97,25";"156,77";"140,65";"77,97";"82,94";"72,88";"109,90"
"230610 IRAUCUBA";"0";"77,00";"83,40";"100,00";"118,20";"127,12";"123,43";"160,00";"143,40";"122,49";"95,36";"102,73";"116,12";"109,02";"109,26";"153,79";"122,12";"110,42";"117,75";"131,25";"52,08";"115,28";"105,83";"106,03";"57,23";"117,07"
"230620 ITAICABA";"0";"56,55";"88,35";"110,58";"109,52";"73,47";"102,08";"123,46";"100,00";"116,00";"91,86";"97,67";"126,74";"98,84";"100,00";"210,53";"117,33";"96,04";"104,95";"104,12";"109,20";"105,75";"103,26";"74,73";"58,82";"107,49"
"230625 ITAITINGA";"0";"62,80";"94,28";"77,99";"89,70";"138,54";"111,14";"111,97";"98,97";"95,27";"115,30";"116,16";"122,20";"102,59";"121,83";"125,88";"118,98";"112,97";"151,21";"139,58";"78,23";"100,49";"97,62";"112,68";"53,67";"108,49"
"230630 ITAPAGE";"0";"95,14";"111,38";"99,29";"113,40";"82,90";"112,15";"101,79";"100,12";"103,45";"155,54";"135,33";"144,46";"135,48";"159,27";"149,55";"136,70";"112,90";"130,71";"86,47";"92,24";"110,66";"80,26";"92,41";"61,07";"120,10"
"230640 ITAPIPOCA";"0";"85,10";"108,30";"102,83";"123,33";"117,05";"102,73";"98,86";"120,03";"104,18";"101,96";"104,20";"94,59";"96,64";"127,04";"137,50";"121,03";"101,68";"96,01";"107,44";"127,50";"83,25";"84,95";"87,22";"61,86";"109,20"
"230650 ITAPIUNA";"0";"52,60";"109,14";"90,46";"122,70";"89,73";"80,22";"194,81";"80,52";"110,86";"109,29";"116,36";"115,24";"100,00";"118,21";"134,66";"121,74";"121,65";"102,60";"79,11";"96,02";"24,34";"73,42";"134,48";"70,21";"104,08"
"230655 ITAREMA";"0";"143,95";"100,28";"119,73";"113,14";"101,17";"98,04";"109,59";"109,92";"107,43";"100,54";"95,52";"105,84";"95,24";"126,86";"116,99";"124,56";"115,81";"101,77";"111,96";"101,52";"83,84";"82,70";"97,48";"49,83";"109,82"
"230660 ITATIRA";"0";"36,40";"104,68";"143,70";"120,61";"88,44";"101,03";"112,43";"100,50";"112,53";"120,43";"113,31";"114,24";"109,91";"117,99";"164,52";"96,53";"106,91";"99,67";"97,83";"108,88";"87,83";"94,82";"94,36";"46,02";"108,45"
"230670 JAGUARETAMA";"0";"55,48";"122,36";"120,48";"120,72";"97,59";"96,60";"96,05";"93,98";"117,15";"107,50";"98,33";"104,17";"82,50";"176,19";"176,89";"84,04";"151,15";"103,45";"127,81";"136,56";"127,96";"97,21";"107,56";"84,04";"115,71"
"230680 JAGUARIBARA";"0";"86,11";"91,76";"102,91";"128,16";"146,94";"82,87";"123,45";"101,83";"105,65";"112,05";"102,41";"97,59";"91,57";"119,05";"152,67";"114,79";"117,01";"102,04";"113,79";"108,03";"93,43";"119,58";"93,43";"75,00";"112,30"
"230690 JAGUARIBE";"0";"93,05";"122,15";"106,20";"128,97";"117,10";"99,81";"101,11";"101,69";"92,87";"130,60";"117,89";"117,67";"103,02";"115,18";"138,31";"100,66";"112,65";"99,61";"155,10";"120,74";"86,04";"93,25";"90,24";"69,94";"114,62"
"230700 JAGUARUANA";"0";"69,33";"110,02";"106,06";"117,03";"97,69";"92,33";"97,39";"127,91";"87,91";"99,77";"108,31";"102,77";"91,22";"120,95";"112,07";"101,67";"116,97";"117,22";"94,76";"112,07";"98,77";"71,35";"120,68";"64,94";"106,54"
"230710 JARDIM";"0";"87,90";"100,51";"90,63";"123,48";"89,67";"88,73";"177,89";"86,35";"97,98";"80,16";"83,66";"90,27";"81,52";"123,23";"246,64";"119,65";"155,48";"90,41";"91,54";"93,18";"69,55";"75,90";"77,25";"55,83";"108,26"
"230720 JATI";"0";"64,34";"113,79";"92,24";"162,39";"181,68";"93,80";"100,00";"137,38";"186,14";"182,47";"146,39";"185,57";"168,04";"131,58";"210,53";"102,83";"109,32";"116,10";"92,96";"91,60";"46,56";"53,03";"94,12";"59,46";"127,01"
"230725 JIJOCA DE JERICOACOARA";"0";"102,01";"154,28";"104,29";"83,96";"90,49";"131,47";"111,78";"103,66";"106,40";"116,40";"129,60";"108,80";"96,00";"119,31";"145,12";"109,31";"119,72";"117,99";"129,41";"163,66";"109,86";"94,24";"125,77";"75,16";"119,85"
"230730 JUAZEIRO DO NORTE";"0";"64,18";"100,35";"103,68";"127,13";"130,40";"127,71";"116,67";"116,43";"107,68";"89,32";"100,07";"108,28";"97,28";"135,87";"106,41";"100,41";"97,19";"104,69";"106,60";"92,62";"91,24";"90,45";"93,25";"66,28";"107,68"
"230740 JUCAS";"0";"89,98";"84,62";"95,45";"100,00";"124,74";"100,50";"102,59";"97,01";"90,24";"98,40";"104,80";"132,00";"113,07";"113,51";"183,68";"119,57";"114,88";"96,69";"134,20";"97,07";"78,01";"71,71";"100,35";"64,44";"111,87"
"230750 LAVRAS DA MANGABEIRA";"0";"92,75";"121,49";"93,30";"162,32";"105,92";"138,25";"147,93";"101,14";"133,95";"128,68";"112,11";"124,74";"99,47";"118,59";"111,91";"102,11";"98,82";"101,18";"99,73";"111,94";"68,36";"75,71";"112,57";"63,83";"119,20"
"230760 LIMOEIRO DO NORTE";"0";"91,45";"98,11";"96,79";"107,84";"98,32";"107,30";"103,35";"94,93";"92,27";"102,39";"97,98";"105,29";"99,50";"104,87";"159,01";"89,94";"118,78";"94,58";"97,41";"89,79";"92,69";"84,52";"93,43";"62,24";"105,34"
"230763 MADALENA";"0";"50,22";"124,85";"114,55";"129,25";"111,47";"135,21";"105,46";"105,00";"86,64";"103,10";"101,33";"98,67";"100,00";"95,55";"309,27";"80,00";"77,44";"128,72";"96,39";"98,74";"115,55";"94,44";"130,29";"75,68";"117,70"
"230765 MARACANAU";"0";"101,42";"114,10";"111,85";"138,13";"136,86";"106,68";"112,69";"106,65";"87,23";"82,03";"78,35";"95,16";"95,16";"111,32";"114,17";"105,61";"106,40";"102,50";"95,84";"65,16";"53,42";"56,28";"61,32";"48,43";"99,72"
"230770 MARANGUAPE";"0";"68,01";"101,50";"91,87";"98,75";"147,78";"157,29";"131,13";"113,33";"106,13";"97,86";"103,98";"112,17";"100,29";"158,75";"236,89";"136,24";"108,94";"117,80";"121,75";"112,18";"86,71";"57,72";"78,19";"60,43";"117,08"
"230780 MARCO";"0";"130,00";"144,19";"105,63";"121,58";"90,41";"96,95";"122,78";"138,18";"126,00";"119,19";"108,72";"102,52";"99,03";"113,94";"192,25";"103,88";"134,62";"146,36";"101,41";"184,69";"107,76";"91,95";"104,92";"69,63";"126,07"
"230790 MARTINOPOLE";"0";"96,91";"130,84";"108,19";"111,81";"142,44";"109,91";"135,33";"102,23";"89,71";"164,03";"130,22";"138,13";"101,44";"111,04";"75,86";"67,28";"122,02";"110,12";"81,94";"102,65";"127,81";"101,16";"86,77";"58,97";"112,87"
"230800 MASSAPE";"0";"68,38";"86,66";"100,00";"94,01";"102,83";"123,81";"128,46";"123,24";"169,64";"100,71";"104,44";"113,68";"83,30";"115,86";"201,22";"124,31";"109,06";"148,36";"138,84";"110,15";"97,37";"74,96";"83,39";"60,44";"114,25"
"230810 MAURITI";"0";"48,98";"114,74";"127,53";"128,39";"111,71";"84,89";"95,04";"95,40";"73,04";"96,69";"92,27";"95,58";"95,30";"122,32";"138,90";"98,08";"103,78";"124,51";"150,76";"99,44";"86,23";"76,40";"122,38";"67,58";"107,22"
"230820 MERUOCA";"0";"66,77";"108,76";"102,77";"110,98";"119,42";"115,81";"114,09";"88,08";"116,98";"97,72";"89,95";"104,11";"90,87";"93,33";"138,50";"89,30";"101,06";"102,12";"159,09";"100,47";"79,72";"85,83";"83,85";"45,24";"104,78"
"230830 MILAGRES";"0";"74,71";"71,97";"93,29";"125,18";"82,54";"92,20";"121,93";"112,62";"115,53";"100,67";"88,64";"96,44";"100,22";"87,25";"104,58";"114,08";"107,29";"105,53";"102,76";"98,29";"104,00";"80,47";"98,85";"60,96";"102,68"
"230835 MILHA";"0";"57,36";"99,58";"117,99";"127,76";"121,66";"105,33";"95,74";"125,57";"106,13";"93,82";"93,82";"94,38";"101,12";"110,13";"198,00";"130,00";"100,83";"116,53";"98,11";"113,07";"70,59";"50,67";"119,29";"68,25";"106,96"
"230837 MIRAIMA";"0";"117,57";"127,60";"104,96";"118,60";"116,39";"108,33";"115,02";"141,18";"112,23";"104,15";"95,02";"100,41";"92,12";"130,19";"128,97";"97,94";"108,08";"132,83";"128,00";"107,51";"82,08";"89,42";"111,11";"59,15";"118,67"
